code,term
35227111000001103,Cefalexin 125mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd) (AMP)
360811000001108,Cefalexin 250mg tablets (IVAX Pharmaceuticals UK Ltd) (AMP)
3611000001101,Cefalexin 250mg capsules (IVAX Pharmaceuticals UK Ltd) (AMP)
36134311000001108,Cefalexin 500mg/5ml oral suspension (VMP)
362611000001105,Keflex 500mg capsules (Flynn Pharma Ltd) (AMP)
362911000001104,Cefalexin 250mg tablets (Teva UK Ltd) (AMP)
37509711000001109,Cefalexin 250mg capsules (Flynn Pharma Ltd) (AMP)
37510111000001100,Cefalexin 500mg capsules (Flynn Pharma Ltd) (AMP)
37510311000001103,Cefalexin 500mg tablets (Flynn Pharma Ltd) (AMP)
37510511000001109,Cefalexin 250mg tablets (Flynn Pharma Ltd) (AMP)
37510711000001104,Cefalexin 250mg/5ml oral suspension (Flynn Pharma Ltd) (AMP)
37510911000001102,Cefalexin 125mg/5ml oral suspension (Flynn Pharma Ltd) (AMP)
38824911000001109,Cefalexin 500mg tablets (Medihealth (Northern) Ltd) (AMP)
38825611000001102,Cefalexin 125mg/5ml oral suspension (Medihealth (Northern) Ltd) (AMP)
38826011000001100,Cefalexin 250mg capsules (Medihealth (Northern) Ltd) (AMP)
38826411000001109,Cefalexin 500mg capsules (Medihealth (Northern) Ltd) (AMP)
38827711000001100,Cefalexin 250mg/5ml oral suspension (Medihealth (Northern) Ltd) (AMP)
39684111000001105,Cefalexin 250mg tablets (VMP)
39694811000001102,Cefalexin 500mg capsules (VMP)
39735311000001105,Cefalexin 250mg capsules (VMP)
39735911000001106,Cefalexin 500mg tablets (VMP)
39845511000001102,Cefalexin 250mg tablets (Medihealth (Northern) Ltd) (AMP)
41943011000001109,Cefalexin 125mg/5ml oral suspension (VMP)
41943111000001105,Cefalexin 250mg/5ml oral suspension (VMP)
427011000001102,Cefalexin 250mg tablets (Viatris UK Healthcare Ltd) (AMP)
4514011000001101,Cefalexin 250mg/5ml oral suspension sugar free (Teva UK Ltd) (AMP)
4515811000001108,Cefalexin 250mg/5ml oral suspension sugar free (VMP)
45168011000001109,Cefalexin 500mg capsules (Rudipharm Ltd) (AMP)
45168411000001100,Cefalexin 250mg capsules (Rudipharm Ltd) (AMP)
452411000001109,Cefalexin 500mg tablets (Viatris UK Healthcare Ltd) (AMP)
45254911000001106,Cefalexin 250mg tablets (Rudipharm Ltd) (AMP)
45255411000001102,Cefalexin 500mg tablets (Rudipharm Ltd) (AMP)
471811000001100,Ceporex 500mg tablets (Strides Pharma UK Ltd) (AMP)
474311000001107,Ceporex 250mg tablets (Crescent Pharma Ltd) (AMP)
483611000001107,Cefalexin 250mg tablets (Kent Pharma (UK) Ltd) (AMP)
4861711000001104,Cefalexin 125mg/5ml oral suspension sugar free (Teva UK Ltd) (AMP)
4865011000001104,Cefalexin 125mg/5ml oral suspension sugar free (VMP)
534211000001106,Cefalexin 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd) (AMP)
560011000001100,Cefalexin 125mg/5ml oral suspension (Viatris UK Healthcare Ltd) (AMP)
587511000001105,Cefalexin 500mg capsules (Teva UK Ltd) (AMP)
596511000001107,Cefalexin 500mg capsules (Actavis UK Ltd) (AMP)
600911000001106,Cefalexin 250mg tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
606011000001105,Cefalexin 250mg capsules (Alliance Healthcare (Distribution) Ltd) (AMP)
612311000001107,Cefalexin 250mg capsules (Sun Pharma UK Ltd) (AMP)
6211000001105,Cefalexin 125mg/5ml oral suspension (Teva UK Ltd) (AMP)
622911000001103,Keflex 500mg tablets (Flynn Pharma Ltd) (AMP)
639611000001104,Cefalexin 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd) (AMP)
640011000001104,Cefalexin 125mg/5ml oral suspension (Actavis UK Ltd) (AMP)
648411000001106,Cefalexin 500mg capsules (IVAX Pharmaceuticals UK Ltd) (AMP)
652611000001105,Cefalexin 500mg tablets (A A H Pharmaceuticals Ltd) (AMP)
660211000001101,Cefalexin 500mg capsules (A A H Pharmaceuticals Ltd) (AMP)
687811000001103,Cefalexin 500mg tablets (Sun Pharma UK Ltd) (AMP)
691711000001103,Keflex 125mg/5ml oral suspension (Flynn Pharma Ltd) (AMP)
707211000001109,Cefalexin 250mg/5ml oral suspension (Actavis UK Ltd) (AMP)
716611000001106,Cefalexin 250mg capsules (A A H Pharmaceuticals Ltd) (AMP)
719911000001109,Cefalexin 250mg tablets (A A H Pharmaceuticals Ltd) (AMP)
728211000001103,Cefalexin 250mg/5ml oral suspension (Sun Pharma UK Ltd) (AMP)
733011000001104,Keflex 250mg capsules (Flynn Pharma Ltd) (AMP)
757911000001105,Keflex 250mg/5ml oral suspension (Flynn Pharma Ltd) (AMP)
758111000001108,Cefalexin 250mg capsules (Teva UK Ltd) (AMP)
763611000001104,Cefalexin 250mg capsules (Kent Pharma (UK) Ltd) (AMP)
775088005,Cefalexin (VTM)
800711000001101,Cefalexin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd) (AMP)
835511000001109,Cefalexin 250mg/5ml oral suspension (Kent Pharma (UK) Ltd) (AMP)
850211000001103,Cefalexin 500mg capsules (Kent Pharma (UK) Ltd) (AMP)
863911000001108,Cefalexin 500mg tablets (Alliance Healthcare (Distribution) Ltd) (AMP)
86911000001101,Cefalexin 500mg capsules (Viatris UK Healthcare Ltd) (AMP)
875311000001101,Ceporex 250mg/5ml syrup (Strides Pharma UK Ltd) (AMP)
8825611000001100,Cefalexin 500mg/5ml oral suspension (Kent Pharma (UK) Ltd) (AMP)
887511000001109,Cefalexin 500mg tablets (IVAX Pharmaceuticals UK Ltd) (AMP)
887911000001102,Cefalexin 250mg/5ml oral suspension (Viatris UK Healthcare Ltd) (AMP)
904711000001102,Ceporex 250mg capsules (Strides Pharma UK Ltd) (AMP)
91011000001106,Keflex 250mg tablets (Flynn Pharma Ltd) (AMP)
924811000001101,Cefalexin 250mg tablets (Actavis UK Ltd) (AMP)
9376411000001106,Cefalexin 500mg capsules (PLIVA Pharma Ltd) (AMP)
9376611000001109,Cefalexin 250mg capsules (PLIVA Pharma Ltd) (AMP)
96011000001104,Ceporex 125mg/5ml syrup (Strides Pharma UK Ltd) (AMP)
