code,term
708801005,Adjustment of urethral catheter
716422006,Able to manage urinary catheter care
720357004,Urethral catheter introduction sheath
720649006,Introduction of urinary catheter
720876008,"Urodynamic manometric catheter, non-electronic"
723542006,Indwelling urethral urinary catheter in situ
73368009,Foley catheter
737944006,Care of urinary catheter
764581000,Computed tomography nephrostography
764643003,Removal of nephrostomy tube from transplanted kidney using fluoroscopic guidance
766899000,Drug-eluting urethral dilatation catheter
767225004,Displacement of indwelling urinary catheter balloon into urethra due to and following insertion of urethral catheter
771480002,Cystourethroscopy with ureteral catheterization and brush biopsy of lower urinary tract
771555004,Monitoring of continuous bladder irrigation
772072004,Retained fragment of urethral catheter
773630006,Urinary catheter submitted as specimen
806981000000107,Care of urinary catheter
82633000,Temporary urinary catheter (physical device)
827153005,Indwelling urethral or suprapubic drainage catheter
838399006,Indwelling urethral drainage catheter with tissue oxygen monitoring sensor
863962009,Male intraurethral catheter with valve
874161000000104,Change of suprapubic catheter over guide wire
874171000000106,Change of nephrostomy tube over guide wire
874351000000100,Change of urethral catheter over guide wire
88459000,Manipulation of ureteral calculus by catheter
894071000000104,Urodynamic study using suprapubic tube
90380009,Removal of pyelostomy and nephrostomy tubes
905881000000100,Insertion of nephrostomy tube into transplanted kidney using fluoroscopic guidance
936001000000100,Catheter urine sample
943321000000101,Able to manage urinary catheter care
